Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17,symptoms,clean_text
Paralysis (brain hemorrhage), vomiting, weakness_of_one_body_side, altered_sensorium,,,,,,,,,,,,,,, vomiting  weakness_of_one_body_side  altered_sensorium, vomiting weakness of one body side altered sensorium
Paralysis (brain hemorrhage), vomiting, headache, altered_sensorium,,,,,,,,,,,,,,, vomiting  headache  altered_sensorium, vomiting headache altered sensorium
Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side,,,,,,,,,,,,,,, vomiting  headache  weakness_of_one_body_side, vomiting headache weakness of one body side
Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium,,,,,,,,,,,,,, vomiting  headache  weakness_of_one_body_side  altered_sensorium, vomiting headache weakness of one body side altered sensorium
Paralysis (brain hemorrhage), headache, weakness_of_one_body_side, altered_sensorium,,,,,,,,,,,,,,, headache  weakness_of_one_body_side  altered_sensorium, headache weakness of one body side altered sensorium
Paralysis (brain hemorrhage), vomiting, weakness_of_one_body_side, altered_sensorium,,,,,,,,,,,,,,, vomiting  weakness_of_one_body_side  altered_sensorium, vomiting weakness of one body side altered sensorium
Paralysis (brain hemorrhage), vomiting, headache, altered_sensorium,,,,,,,,,,,,,,, vomiting  headache  altered_sensorium, vomiting headache altered sensorium
Jaundice,itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine, abdominal_pain,,,,,,,,,,itching  vomiting  fatigue  weight_loss  high_fever  yellowish_skin  dark_urine  abdominal_pain,itching vomiting fatigue weight loss high fever yellowish skin dark urine abdominal pain
Jaundice,itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine, abdominal_pain,,,,,,,,,,itching  vomiting  fatigue  weight_loss  high_fever  yellowish_skin  dark_urine  abdominal_pain,itching vomiting fatigue weight loss high fever yellowish skin dark urine abdominal pain
Jaundice, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine, abdominal_pain,,,,,,,,,,, vomiting  fatigue  weight_loss  high_fever  yellowish_skin  dark_urine  abdominal_pain, vomiting fatigue weight loss high fever yellowish skin dark urine abdominal pain
Jaundice,itching, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine, abdominal_pain,,,,,,,,,,,itching  fatigue  weight_loss  high_fever  yellowish_skin  dark_urine  abdominal_pain,itching fatigue weight loss high fever yellowish skin dark urine abdominal pain
Jaundice,itching, vomiting, weight_loss, high_fever, yellowish_skin, dark_urine, abdominal_pain,,,,,,,,,,,itching  vomiting  weight_loss  high_fever  yellowish_skin  dark_urine  abdominal_pain,itching vomiting weight loss high fever yellowish skin dark urine abdominal pain
Jaundice,itching, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, abdominal_pain,,,,,,,,,,,itching  vomiting  fatigue  high_fever  yellowish_skin  dark_urine  abdominal_pain,itching vomiting fatigue high fever yellowish skin dark urine abdominal pain
Jaundice,itching, vomiting, fatigue, weight_loss, yellowish_skin, dark_urine, abdominal_pain,,,,,,,,,,,itching  vomiting  fatigue  weight_loss  yellowish_skin  dark_urine  abdominal_pain,itching vomiting fatigue weight loss yellowish skin dark urine abdominal pain
Jaundice,itching, vomiting, fatigue, weight_loss, high_fever, dark_urine, abdominal_pain,,,,,,,,,,,itching  vomiting  fatigue  weight_loss  high_fever  dark_urine  abdominal_pain,itching vomiting fatigue weight loss high fever dark urine abdominal pain
Jaundice,itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, abdominal_pain,,,,,,,,,,,itching  vomiting  fatigue  weight_loss  high_fever  yellowish_skin  abdominal_pain,itching vomiting fatigue weight loss high fever yellowish skin abdominal pain
Jaundice,itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine,,,,,,,,,,,itching  vomiting  fatigue  weight_loss  high_fever  yellowish_skin  dark_urine,itching vomiting fatigue weight loss high fever yellowish skin dark urine
Malaria, chills, vomiting, high_fever, sweating, headache, nausea, muscle_pain,,,,,,,,,,, chills  vomiting  high_fever  sweating  headache  nausea  muscle_pain, chills vomiting high fever sweating headache nausea muscle pain
Malaria, chills, vomiting, high_fever, sweating, headache, nausea, diarrhoea, muscle_pain,,,,,,,,,, chills  vomiting  high_fever  sweating  headache  nausea  diarrhoea  muscle_pain, chills vomiting high fever sweating headache nausea diarrhoea muscle pain
Malaria, chills, vomiting, high_fever, sweating, headache, nausea, diarrhoea, muscle_pain,,,,,,,,,, chills  vomiting  high_fever  sweating  headache  nausea  diarrhoea  muscle_pain, chills vomiting high fever sweating headache nausea diarrhoea muscle pain
Malaria, vomiting, high_fever, sweating, headache, nausea, diarrhoea, muscle_pain,,,,,,,,,,, vomiting  high_fever  sweating  headache  nausea  diarrhoea  muscle_pain, vomiting high fever sweating headache nausea diarrhoea muscle pain
Malaria, chills, high_fever, sweating, headache, nausea, diarrhoea, muscle_pain,,,,,,,,,,, chills  high_fever  sweating  headache  nausea  diarrhoea  muscle_pain, chills high fever sweating headache nausea diarrhoea muscle pain
Malaria, chills, vomiting, sweating, headache, nausea, diarrhoea, muscle_pain,,,,,,,,,,, chills  vomiting  sweating  headache  nausea  diarrhoea  muscle_pain, chills vomiting sweating headache nausea diarrhoea muscle pain
Malaria, chills, vomiting, high_fever, headache, nausea, diarrhoea, muscle_pain,,,,,,,,,,, chills  vomiting  high_fever  headache  nausea  diarrhoea  muscle_pain, chills vomiting high fever headache nausea diarrhoea muscle pain
Malaria, chills, vomiting, high_fever, sweating, nausea, diarrhoea, muscle_pain,,,,,,,,,,, chills  vomiting  high_fever  sweating  nausea  diarrhoea  muscle_pain, chills vomiting high fever sweating nausea diarrhoea muscle pain
Malaria, chills, vomiting, high_fever, sweating, headache, diarrhoea, muscle_pain,,,,,,,,,,, chills  vomiting  high_fever  sweating  headache  diarrhoea  muscle_pain, chills vomiting high fever sweating headache diarrhoea muscle pain
Malaria, chills, vomiting, high_fever, sweating, headache, nausea, muscle_pain,,,,,,,,,,, chills  vomiting  high_fever  sweating  headache  nausea  muscle_pain, chills vomiting high fever sweating headache nausea muscle pain
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body,,,,,,,itching  skin_rash  fatigue  lethargy  high_fever  headache  loss_of_appetite  mild_fever  swelled_lymph_nodes  malaise  red_spots_over_body,itching skin rash fatigue lethargy high fever headache loss of appetite mild fever swelled lymph nodes malaise red spots over body
Chicken pox, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body,,,,,,,, skin_rash  fatigue  lethargy  high_fever  headache  loss_of_appetite  mild_fever  swelled_lymph_nodes  malaise  red_spots_over_body, skin rash fatigue lethargy high fever headache loss of appetite mild fever swelled lymph nodes malaise red spots over body
Chicken pox,itching, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body,,,,,,,,itching  fatigue  lethargy  high_fever  headache  loss_of_appetite  mild_fever  swelled_lymph_nodes  malaise  red_spots_over_body,itching fatigue lethargy high fever headache loss of appetite mild fever swelled lymph nodes malaise red spots over body
Chicken pox,itching, skin_rash, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body,,,,,,,,itching  skin_rash  lethargy  high_fever  headache  loss_of_appetite  mild_fever  swelled_lymph_nodes  malaise  red_spots_over_body,itching skin rash lethargy high fever headache loss of appetite mild fever swelled lymph nodes malaise red spots over body
Chicken pox,itching, skin_rash, fatigue, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body,,,,,,,,itching  skin_rash  fatigue  high_fever  headache  loss_of_appetite  mild_fever  swelled_lymph_nodes  malaise  red_spots_over_body,itching skin rash fatigue high fever headache loss of appetite mild fever swelled lymph nodes malaise red spots over body
Chicken pox,itching, skin_rash, fatigue, lethargy, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body,,,,,,,,itching  skin_rash  fatigue  lethargy  headache  loss_of_appetite  mild_fever  swelled_lymph_nodes  malaise  red_spots_over_body,itching skin rash fatigue lethargy headache loss of appetite mild fever swelled lymph nodes malaise red spots over body
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body,,,,,,,,itching  skin_rash  fatigue  lethargy  high_fever  loss_of_appetite  mild_fever  swelled_lymph_nodes  malaise  red_spots_over_body,itching skin rash fatigue lethargy high fever loss of appetite mild fever swelled lymph nodes malaise red spots over body
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever, headache, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body,,,,,,,,itching  skin_rash  fatigue  lethargy  high_fever  headache  mild_fever  swelled_lymph_nodes  malaise  red_spots_over_body,itching skin rash fatigue lethargy high fever headache mild fever swelled lymph nodes malaise red spots over body
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, swelled_lymph_nodes, malaise, red_spots_over_body,,,,,,,,itching  skin_rash  fatigue  lethargy  high_fever  headache  loss_of_appetite  swelled_lymph_nodes  malaise  red_spots_over_body,itching skin rash fatigue lethargy high fever headache loss of appetite swelled lymph nodes malaise red spots over body
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, malaise, red_spots_over_body,,,,,,,,itching  skin_rash  fatigue  lethargy  high_fever  headache  loss_of_appetite  mild_fever  malaise  red_spots_over_body,itching skin rash fatigue lethargy high fever headache loss of appetite mild fever malaise red spots over body
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, muscle_pain, red_spots_over_body,,,,, skin_rash  chills  joint_pain  vomiting  fatigue  high_fever  headache  nausea  loss_of_appetite  pain_behind_the_eyes  back_pain  muscle_pain  red_spots_over_body, skin rash chills joint pain vomiting fatigue high fever headache nausea loss of appetite pain behind the eyes back pain muscle pain red spots over body
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, red_spots_over_body,,,,, skin_rash  chills  joint_pain  vomiting  fatigue  high_fever  headache  nausea  loss_of_appetite  pain_behind_the_eyes  back_pain  malaise  red_spots_over_body, skin rash chills joint pain vomiting fatigue high fever headache nausea loss of appetite pain behind the eyes back pain malaise red spots over body
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain,,,,, skin_rash  chills  joint_pain  vomiting  fatigue  high_fever  headache  nausea  loss_of_appetite  pain_behind_the_eyes  back_pain  malaise  muscle_pain, skin rash chills joint pain vomiting fatigue high fever headache nausea loss of appetite pain behind the eyes back pain malaise muscle pain
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body,,,, skin_rash  chills  joint_pain  vomiting  fatigue  high_fever  headache  nausea  loss_of_appetite  pain_behind_the_eyes  back_pain  malaise  muscle_pain  red_spots_over_body, skin rash chills joint pain vomiting fatigue high fever headache nausea loss of appetite pain behind the eyes back pain malaise muscle pain red spots over body
Dengue, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body,,,,, chills  joint_pain  vomiting  fatigue  high_fever  headache  nausea  loss_of_appetite  pain_behind_the_eyes  back_pain  malaise  muscle_pain  red_spots_over_body, chills joint pain vomiting fatigue high fever headache nausea loss of appetite pain behind the eyes back pain malaise muscle pain red spots over body
Dengue, skin_rash, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body,,,,, skin_rash  joint_pain  vomiting  fatigue  high_fever  headache  nausea  loss_of_appetite  pain_behind_the_eyes  back_pain  malaise  muscle_pain  red_spots_over_body, skin rash joint pain vomiting fatigue high fever headache nausea loss of appetite pain behind the eyes back pain malaise muscle pain red spots over body
Dengue, skin_rash, chills, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body,,,,, skin_rash  chills  vomiting  fatigue  high_fever  headache  nausea  loss_of_appetite  pain_behind_the_eyes  back_pain  malaise  muscle_pain  red_spots_over_body, skin rash chills vomiting fatigue high fever headache nausea loss of appetite pain behind the eyes back pain malaise muscle pain red spots over body
Dengue, skin_rash, chills, joint_pain, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body,,,,, skin_rash  chills  joint_pain  fatigue  high_fever  headache  nausea  loss_of_appetite  pain_behind_the_eyes  back_pain  malaise  muscle_pain  red_spots_over_body, skin rash chills joint pain fatigue high fever headache nausea loss of appetite pain behind the eyes back pain malaise muscle pain red spots over body
Dengue, skin_rash, chills, joint_pain, vomiting, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body,,,,, skin_rash  chills  joint_pain  vomiting  high_fever  headache  nausea  loss_of_appetite  pain_behind_the_eyes  back_pain  malaise  muscle_pain  red_spots_over_body, skin rash chills joint pain vomiting high fever headache nausea loss of appetite pain behind the eyes back pain malaise muscle pain red spots over body
