Benh,TrieuChung_1,TrieuChung_2,TrieuChung_3,TrieuChung_4,TrieuChung_5,TrieuChung_6,TrieuChung_7,TrieuChung_8
Ung thư phế quản,mệt mỏi,ho có đờm,khó thở,thở khò khè,sụt cân,,,
Polyp ruột non,đầy hơi,táo bón,đi ngoài ra máu,,,,,
Ung thư bể thận,chán ăn,tiểu nhiều lần,đau lưng,sụt cân,tiểu rắt,mệt mỏi,tiểu buốt,tiểu ra máu
U lành tính nang lông,đổ mồ hôi,ngứa,phát ban,mụn nước,da đỏ,,,
Viêm mào tinh hoàn,đau bụng dưới,sốt,rối loạn kinh nguyệt,đau khi quan hệ,,,,
Viêm hồi tràng,táo bón,đầy hơi,đi ngoài ra máu,sốt,tiêu chảy,đau bụng,,
Đau nửa đầu,đau đầu,nôn,nhạy cảm ánh sáng,,,,,
Polyp manh tràng,đau bụng,tiêu chảy,,,,,,
Suy thận,buồn nôn,mệt mỏi,tiểu ít,khó thở,phù chân,,,
Gout,sưng khớp,đau khớp,đỏ khớp,,,,,
Đột quỵ,méo miệng,nói khó,đau đầu dữ dội,chóng mặt,,,,
Phình màng ngoài tim,khó thở,đau ngực,phù chân,hồi hộp,mệt mỏi,,,
Thoái hóa cột sống,đau xương,sưng khớp,đau khớp,cứng khớp,hạn chế vận động,,,
Loét dạ dày,chán ăn,nôn ra máu,đau thượng vị,ợ chua,,,,
Viêm phế quản,đau ngực,khó thở,sốt nhẹ,,,,,
Thoái hóa bao hoạt dịch,hạn chế vận động,đau khớp,cứng khớp,đau xương,,,,
Viêm mống mắt cấp,đau mắt,cộm mắt,sốt,đau dữ dội,mờ mắt,,,
Suy giáp,mệt mỏi,sợ lạnh,táo bón,tăng cân,,,,
Lao sụn khớp,da khô,sụt cân,đau khớp,hạn chế vận động,đau xương,,,
Viêm thực quản,đầy hơi,ợ chua,chán ăn,,,,,
Viêm võng mạc,mờ mắt,cộm mắt,mắt đỏ,chảy nước mắt,,,,
Viêm tử cung cấp,đau bụng dưới,đau dữ dội,sưng tuyến mang tai,rối loạn kinh nguyệt,đau khi quan hệ,sốt,,
Viêm cổ tử cung,đau khi quan hệ,ra khí hư,rối loạn kinh nguyệt,đau bụng dưới,,,,
Viêm vòi trứng mạn,đau bụng dưới,rối loạn kinh nguyệt,mệt mỏi,sốt,,,,
Áp xe túi mật,sưng,vàng da,đau hạ sườn phải,chán ăn,sốt,,,
Viêm âm đạo mạn,đau bụng dưới,nôn,sốt,kéo dài,đau khi quan hệ,rối loạn kinh nguyệt,ra khí hư,
Ung thư tụy,đau hạ sườn phải,mệt mỏi,chán ăn,sụt cân,buồn nôn,,,
Viêm ruột thừa mạn,táo bón,tiêu chảy,đi ngoài ra máu,sốt,đau bụng,mệt mỏi,,
Viêm võng mạc cấp,sốt,đau dữ dội,mờ mắt,sưng,chảy nước mắt,đau mắt,mắt đỏ,
Viêm nang lông,mụn nước,sốt,ngứa,,,,,
Tăng huyết áp,mờ mắt,đau đầu,chóng mặt,,,,,
Nhiễm trùng niệu đạo,đau lưng,tiểu buốt,tiểu nhiều lần,tiểu rắt,,,,
Thoái hóa gân gót,đau xương,đau khớp,cứng khớp,,,,,
Áp xe phế quản,sưng,ho có đờm,ho,đau,sốt,khó thở,thở khò khè,
U lành tính tuyến bã,da đỏ,bong tróc da,ngứa,phát ban,,,,
Viêm tuyến tiền liệt cấp,đau bụng dưới,đau dữ dội,đau khi quan hệ,,,,,
Viêm thanh quản cấp,ho có đờm,ho,thở khò khè,,,,,
Viêm tâm vị cấp,đau dữ dội,đau thượng vị,buồn nôn,đầy hơi,,,,
Viêm sụn khớp,sốt,sưng khớp,đau khớp,đau xương,hạn chế vận động,,,
Sỏi bàng quang,đau lưng,tiểu ra máu,tiểu rắt,tiểu buốt,,,,
U lành tính tai giữa,đau họng,nghẹt mũi,,,,,,
Ung thư tiểu phế quản,chán ăn,sụt cân,khó thở,đau ngực,mệt mỏi,ho,,
Phình động mạch chủ,tiểu nhiều lần,khó thở,hồi hộp,phù chân,đau ngực,mệt mỏi,,
Zona thần kinh,phát ban,mụn nước,ngứa,đau rát da,,,,
Ung thư buồng trứng,rối loạn kinh nguyệt,đau bụng dưới,sụt cân,đau khi quan hệ,,,,
Viêm tiểu phế quản,ho có đờm,khó thở,đau ngực,ho,,,,
Viêm cổ tử cung mạn,rối loạn kinh nguyệt,ra khí hư,mệt mỏi,sốt,đau bụng dưới,đau khi quan hệ,,
Viêm xoang cấp,nghẹt mũi,khàn tiếng,sốt,đau dữ dội,đau họng,,,
Viêm trực tràng cấp,đi ngoài ra máu,tiêu chảy,đầy hơi,táo bón,đau dữ dội,,,
Ung thư bàng quang,tiểu rắt,đau lưng,tiểu buốt,,,,,
Viêm ruột thừa,buồn nôn,chán ăn,đau hố chậu phải,,,,,
Viêm họng,khó nuốt,sưng hạch,,,,,,
Viêm nội tâm mạc,sốt,mệt mỏi,khó thở,phù chân,,,,
Hen suyễn,ho,đau ngực,thở khò khè,khó thở,,,,
Ung thư trung thất,ho có đờm,sụt cân,khó thở,đau ngực,ho,,,
Viêm phổi cấp,sốt,thở khò khè,ho,đau ngực,khó thở,ho có đờm,,
Thiếu máu,chóng mặt,da xanh xao,khó thở,mệt mỏi,,,,
Viêm ruột non,đau bụng,mất nước,sốt,táo bón,,,,
Viêm mống mắt cấp,đau dữ dội,cộm mắt,chảy nước mắt,,,,,
Viêm trung thất mạn,khó thở,thở khò khè,mệt mỏi,,,,,
Viêm thực quản mạn,buồn nôn,ợ chua,đau thượng vị,sốt,kéo dài,đầy hơi,,
Viêm túi mật cấp,đau hạ sườn phải,sốt,mệt mỏi,buồn nôn,,,,
Hẹp cơ tim,khó thở,đau ngực,hồi hộp,mệt mỏi,,,,
Nhiễm trùng tuyến tiền liệt,rối loạn kinh nguyệt,sốt,đau bụng dưới,ra khí hư,,,,
Viêm khớp vai cấp,sốt,đau dữ dội,cứng khớp,đau xương,sưng khớp,,,
Ung thư vòi trứng,sụt cân,ra khí hư,đau khi quan hệ,,,,,
Viêm nang lông mạn,ngứa,phát ban,bong tróc da,mệt mỏi,,,,
Viêm phổi cấp,sốt,khó thở,đau dữ dội,ho,thở khò khè,ho có đờm,,
Nhiễm trùng tuyến tiền liệt,đau bụng dưới,ra khí hư,sốt,đau khi quan hệ,,,,
Viêm tụy cấp,đau dữ dội,sốt,buồn nôn,đau hạ sườn phải,vàng da,,,
Viêm tiểu phế quản cấp,khó thở,thở khò khè,ho,ho có đờm,,,,
Viêm tụy cấp,vàng da,đau dữ dội,buồn nôn,đau hạ sườn phải,sốt,,,
Viêm van tim,phù chân,khó thở,,,,,,
Đau nửa đầu,đau đầu,nhạy cảm ánh sáng,buồn nôn,,,,,
Viêm phổi,ho có đờm,ớn lạnh,sốt cao,khó thở,,,,
Parkinson,run tay,đi lại khó,cứng đờ,chậm chạp,,,,
Viêm vòi trứng cấp,sốt,ra khí hư,đau bụng dưới,đau dữ dội,,,,
Viêm động mạch chủ cấp,sốt,đau dữ dội,phù chân,mệt mỏi,đau ngực,,,
Nhiễm trùng thận,sốt,tiểu nhiều lần,tiểu buốt,tiểu ra máu,,,,
Viêm buồng trứng,đau khi quan hệ,đau bụng dưới,sốt,rối loạn kinh nguyệt,,,,
Nhiễm trùng móng,bong tróc da,ớn lạnh,da đỏ,mụn nước,phát ban,,,
Nhiễm trùng hậu môn,tiêu chảy,đau bụng,táo bón,,,,,
Viêm kết mạc,mắt đỏ,cộm mắt,ghèn mắt,chảy nước mắt,,,,
Thoái hóa gân gót,sưng khớp,cứng khớp,đau khớp,đau xương,,,,
Ung thư nang lông,sụt cân,da đỏ,phát ban,mụn nước,bong tróc da,mệt mỏi,,
Ung thư vòi trứng,chán ăn,ra khí hư,đau bụng dưới,đau khi quan hệ,sụt cân,,,
Suy giáp,mệt mỏi,táo bón,tăng cân,sợ lạnh,,,,
Thiếu máu,đau đầu,mệt mỏi,chóng mặt,khó thở,hồi hộp,,,
U lành tính móng,mụn nước,ngứa,bong tróc da,phát ban,ghèn mắt,,,
Nhiễm trùng âm đạo,ra khí hư,rối loạn kinh nguyệt,ớn lạnh,đau bụng dưới,sốt,,,
Viêm tụy,đau hạ sườn phải,chán ăn,,,,,,
Ung thư phổi,mệt mỏi,thở khò khè,sụt cân,,,,,
Áp xe phổi,ho có đờm,sốt,sưng,ho,,,,
Lao cột sống,hạn chế vận động,đau khớp,sụt cân,đổ mồ hôi đêm,sưng khớp,,,
Viêm nội tâm mạc cấp,phù chân,sốt,đau dữ dội,mệt mỏi,hồi hộp,,,
Lao gân gót,đổ mồ hôi đêm,đau xương,cứng khớp,sưng khớp,hạn chế vận động,sụt cân,,
Sỏi niệu quản,tiểu nhiều lần,tiểu ra máu,đau lưng,đau quặn thận,,,,
U lành tính bờ mi,mắt đỏ,chảy nước mắt,cộm mắt,,,,,
U lành tính tử cung,ra khí hư,phù chân,đau bụng dưới,đau khi quan hệ,,,,
Nhiễm trùng ruột thừa,đầy hơi,tiêu chảy,táo bón,,,,,
Loét dạ dày,ợ chua,đau thượng vị,đầy hơi,buồn nôn,,,,
Viêm bờ mi,đau mắt,mắt đỏ,chảy nước mắt,mờ mắt,,,,
Viêm thực quản cấp,chán ăn,đau thượng vị,,,,,,
Nhiễm trùng ruột non,đau bụng,sốt,tiêu chảy,,,,,
Viêm khớp gối cấp,cứng khớp,hạn chế vận động,sốt,đau khớp,sưng khớp,,,
Viêm bao hoạt dịch mạn,đau khớp,đau xương,cứng khớp,sưng khớp,nước tiểu sẫm màu,kéo dài,mệt mỏi,
Viêm tuyến bã mạn,mụn nước,yếu liệt tay chân,bong tróc da,phát ban,kéo dài,,,
Viêm phổi cấp,khó thở,ho có đờm,thở khò khè,,,,,
Nhiễm trùng ruột thừa,đi ngoài ra máu,đầy hơi,sốt,táo bón,,,,
Viêm mống mắt,chảy nước mắt,sốt,đau mắt,cộm mắt,mắt đỏ,,,
Viêm vòi trứng mạn,ra khí hư,rối loạn kinh nguyệt,đau bụng dưới,sốt,,,,
Parkinson,run tay,cứng đờ,đi lại khó,chậm chạp,,,,
U lành tính nang lông,ù tai,da đỏ,ngứa,bong tróc da,mụn nước,,,
Viêm khớp háng cấp,đau xương,đau khớp,cứng khớp,,,,,
Zona thần kinh,phát ban,ngứa,mụn nước,đau rát da,,,,
Viêm màng ngoài tim cấp,mệt mỏi,đau dữ dội,đau ngực,khó thở,,,,
Nhiễm trùng niệu đạo,tiểu rắt,tiểu buốt,,,,,,
Tiểu đường,sụt cân,tiểu nhiều,mờ mắt,khát nước nhiều,,,,
Viêm thực quản cấp,đau thượng vị,chán ăn,đau dữ dội,,,,,
Viêm khí quản mạn,kéo dài,ho có đờm,mệt mỏi,khó thở,đau ngực,thở khò khè,sưng,sốt
Polyp hậu môn,tiêu chảy,đầy hơi,đau bụng,đi ngoài ra máu,táo bón,,,
Viêm hồi tràng cấp,tiêu chảy,đau dữ dội,đầy hơi,đi ngoài ra máu,đau bụng,,,
Viêm bể thận mạn,tiểu nhiều lần,tiểu buốt,tiểu rắt,,,,,
Viêm tuyến bã,sốt,phát ban,da đỏ,mụn nước,,,,
Viêm da,mụn nước,phát ban,da đỏ,,,,,
Viêm tử cung mạn,ra khí hư,mệt mỏi,đau bụng dưới,đau khi quan hệ,,,,
Ung thư thận,đau lưng,mệt mỏi,chán ăn,tiểu rắt,tiểu ra máu,sụt cân,tiểu buốt,
Ung thư hồi tràng,mệt mỏi,chán ăn,đau bụng,đi ngoài ra máu,đầy hơi,sụt cân,táo bón,
Quai bị,sốt,mệt mỏi,sưng tuyến mang tai,đau đầu,,,,
U lành tính tai giữa,đau họng,đau tai,khàn tiếng,nghẹt mũi,,,,
Viêm giác mạc,sốt,chảy nước mắt,cộm mắt,đau mắt,,,,
U lành tính dây thanh,ho,đau tai,đau họng,nghẹt mũi,,,,
Viêm khớp háng cấp,sưng khớp,đau khớp,đau dữ dội,cứng khớp,,,,
Ung thư màng phổi,khó thở,đau ngực,ho,sụt cân,thở khò khè,,,
Viêm kết mạc,ghèn mắt,mắt đỏ,chảy nước mắt,ngứa mắt,,,,
Viêm khớp háng mạn,sốt,đau khớp,đau xương,sưng khớp,cứng khớp,,,
Viêm ruột non mạn,đau bụng,tiêu chảy,kéo dài,đi ngoài ra máu,đầy hơi,,,
U lành tính tai giữa,khàn tiếng,đau tai,đau họng,,,,,
Viêm phổi cấp,thở khò khè,ho,đau dữ dội,ho có đờm,đau ngực,,,
Nhiễm trùng trực tràng,ớn lạnh,táo bón,đầy hơi,đau bụng,,,,
Viêm manh tràng cấp,đau bụng,táo bón,đầy hơi,,,,,
Viêm đại tràng,sốt,đầy hơi,tiêu chảy,táo bón,đau bụng,,,
Loét thực quản,ngứa mắt,đau thượng vị,đau,,,,,
Lao khớp vai,sốt nhẹ,đau khớp,đổ mồ hôi đêm,cứng khớp,hạn chế vận động,sụt cân,,
Viêm nội tâm mạc mạn,đau ngực,khó thở,mệt mỏi,,,,,
Viêm túi mật cấp,buồn nôn,vàng da,đau hạ sườn phải,,,,,
Nhiễm trùng manh tràng,đi ngoài ra máu,đầy hơi,đau bụng,táo bón,,,,
Viêm gân gót cấp,đau khớp,sưng khớp,đau xương,sốt,hạn chế vận động,cứng khớp,,
Loét thực quản,ợ chua,chán ăn,đau thượng vị,,,,,
Nhiễm trùng cổ tử cung,sốt,ra khí hư,rối loạn kinh nguyệt,đau khi quan hệ,đau,,,
Ung thư da,chán ăn,ngứa,da đỏ,phát ban,sụt cân,bong tróc da,mụn nước,mệt mỏi
Viêm tử cung mạn,tiểu ra máu,đau khi quan hệ,mệt mỏi,đau bụng dưới,,,,
Viêm tinh hoàn,sốt,rối loạn kinh nguyệt,ra khí hư,,,,,
Viêm amidan mạn,mệt mỏi,nghẹt mũi,sốt,đau họng,kéo dài,đau tai,,
Thoái hóa khớp háng,sưng khớp,đau xương,hạn chế vận động,đau khớp,,,,
Viêm bao hoạt dịch,tiểu rắt,đau xương,cứng khớp,đau khớp,sưng khớp,hạn chế vận động,,
Ung thư tinh hoàn,chán ăn,ra khí hư,đau khi quan hệ,mệt mỏi,đau bụng dưới,rối loạn kinh nguyệt,sụt cân,
Áp xe túi mật,sưng,đau,sốt,đau hạ sườn phải,buồn nôn,mệt mỏi,,
Ung thư móng,da đỏ,mệt mỏi,chán ăn,bong tróc da,sụt cân,phát ban,,
Ung thư manh tràng,táo bón,tiêu chảy,mệt mỏi,sụt cân,đau bụng,đầy hơi,,
Ung thư dây thanh,khàn tiếng,mệt mỏi,đau tai,đau họng,sụt cân,ho,,
Polyp ruột non,táo bón,đi ngoài ra máu,,,,,,
Suy giáp,đau hạ sườn phải,tăng cân,sợ lạnh,táo bón,,,,
Ung thư da,sụt cân,phát ban,ngứa,bong tróc da,mụn nước,chán ăn,,
Ung thư tụy,sụt cân,buồn nôn,mệt mỏi,chán ăn,đau hạ sườn phải,,,
Viêm cơ tim,phù chân,đau ngực,sốt,khó thở,hồi hộp,,,
U lành tính tử cung,đau bụng dưới,đau khi quan hệ,,,,,,
Trầm cảm,mất ngủ,mệt mỏi,mất hứng thú,buồn bã kéo dài,chán ăn,,,
Loét tâm vị,chán ăn,buồn nôn,đầy hơi,đau thượng vị,ợ chua,,,
Táo bón,đau bụng,phân cứng,chán ăn,đi ngoài khó,,,,
Hẹp van tim,phù chân,mệt mỏi,,,,,,
Viêm mống mắt cấp,mắt đỏ,mờ mắt,cộm mắt,chảy nước mắt,sốt,đau dữ dội,,
Viêm phế quản cấp,khó thở,ho có đờm,,,,,,
Viêm đại tràng cấp,đi ngoài ra máu,tiêu chảy,đau dữ dội,đau bụng,táo bón,,,
Ung thư niệu đạo,sụt cân,tiểu ra máu,tiểu buốt,đau lưng,,,,
Phình van tim,hồi hộp,đau ngực,mệt mỏi,,,,,
Viêm tai giữa mạn,đau tai,nghẹt mũi,,,,,,
Viêm bể thận cấp,tiểu buốt,sốt,đau lưng,tiểu nhiều lần,đau dữ dội,,,
Ung thư dây thần kinh,co giật,chóng mặt,mệt mỏi,sụt cân,đau đầu,tê tay chân,yếu liệt tay chân,
Ung thư tá tràng,sụt cân,ợ chua,chán ăn,mệt mỏi,đầy hơi,,,
Nhồi máu cơ tim,khó thở,đau lan cánh tay,đổ mồ hôi lạnh,đau ngực,buồn nôn,,,
Thoái hóa bao hoạt dịch,đau xương,cứng khớp,hạn chế vận động,,,,,
Ung thư dây thanh,sụt cân,ho,nghẹt mũi,đau họng,đau tai,,,
Viêm phế quản mạn,ho,ho có đờm,kéo dài,thở khò khè,sốt,đau ngực,,
Viêm vòm họng cấp,khàn tiếng,nghẹt mũi,,,,,,
Sốt rét,sốt cao,đổ mồ hôi,đau đầu,,,,,
Sỏi bể thận,tiểu buốt,tiểu nhiều lần,tiểu rắt,đau quặn thận,đau lưng,,,
Trầm cảm,mất ngủ,khó tập trung,mệt mỏi,chán ăn,buồn bã kéo dài,,,
Viêm họng,sưng hạch,đau họng,khó nuốt,ho,,,,
Viêm bờ mi mạn,chảy nước mắt,kéo dài,mệt mỏi,mờ mắt,đau mắt,,,
Ung thư nang lông,mụn nước,da đỏ,chán ăn,phát ban,sụt cân,bong tróc da,,
Áp xe lách,buồn nôn,sốt,mệt mỏi,,,,,
Viêm màng não cấp,tê tay chân,nước tiểu đục,đau dữ dội,chóng mặt,yếu liệt tay chân,,,
Viêm tuyến lệ,đau mắt,mờ mắt,chảy nước mắt,cộm mắt,mắt đỏ,,,
Viêm phế quản mạn,kéo dài,khó thở,ho có đờm,,,,,
Nhiễm trùng manh tràng,đầy hơi,ớn lạnh,đi ngoài ra máu,đau bụng,tiêu chảy,,,
Viêm xoang,đau đầu,sổ mũi,đau mặt,giảm khứu giác,nghẹt mũi,,,
Viêm họng,đau họng,khó nuốt,,,,,,
Viêm tuyến lệ,sốt,đau mắt,chảy nước mắt,mắt đỏ,,,,
Ung thư trực tràng,chán ăn,đầy hơi,táo bón,sụt cân,,,,
U lành tính tai ngoài,ho,đau tai,nghẹt mũi,đau họng,,,,
Viêm bờ mi,sốt,mắt đỏ,mờ mắt,đau mắt,chảy nước mắt,,,
Thoái hóa sụn khớp,đau xương,đau khớp,,,,,,
Ung thư vòm họng,ho,mệt mỏi,đau tai,sụt cân,đau họng,,,
Viêm buồng trứng,đau khi quan hệ,ra khí hư,đau bụng dưới,rối loạn kinh nguyệt,,,,
U lành tính tai ngoài,đau họng,đau tai,ho,khàn tiếng,nghẹt mũi,,,
Nhiễm trùng ruột thừa,tiêu chảy,đau bụng,táo bón,,,,,
Viêm khớp vai,sưng khớp,đau xương,hạn chế vận động,cứng khớp,,,,
Viêm mào tinh hoàn mạn,rối loạn kinh nguyệt,ra khí hư,,,,,,
Ung thư hồi tràng,sụt cân,táo bón,đi ngoài ra máu,đau bụng,chán ăn,,,
Viêm họng,sưng hạch,ho,khó nuốt,đau họng,méo miệng,,,
Ung thư vòm họng,nghẹt mũi,sụt cân,ho,khàn tiếng,đau tai,mệt mỏi,,
Nhiễm trùng tuyến bã,ớn lạnh,phát ban,sốt,ngứa,da đỏ,bong tróc da,mụn nước,
Viêm bể thận,đau lưng,tiểu rắt,tiểu nhiều lần,tiểu ra máu,sốt,,,
Viêm dạ dày cấp,buồn nôn,đau dữ dội,đau thượng vị,ợ chua,chán ăn,sốt,,
Viêm nang lông,mụn nước,bong tróc da,da đỏ,,,,,
Nhồi máu cơ tim,khó thở,buồn nôn,đổ mồ hôi lạnh,đau ngực,,,,
U lành tính vòi trứng,đau khi quan hệ,ra khí hư,rối loạn kinh nguyệt,,,,,
Viêm mống mắt cấp,sốt,mờ mắt,cộm mắt,,,,,
Viêm trung thất mạn,mệt mỏi,ho,khó thở,đau ngực,sốt,,,
Nhiễm trùng tử cung,ớn lạnh,đau khi quan hệ,ra khí hư,đau bụng dưới,,,,
Viêm cột sống,đau xương,sưng khớp,hạn chế vận động,,,,,
Viêm màng não cấp,đau dữ dội,sốt,tê tay chân,đau đầu,chóng mặt,yếu liệt tay chân,co giật,
Ung thư bể thận,tiểu rắt,tiểu nhiều lần,sụt cân,tiểu ra máu,,,,
Viêm tai ngoài cấp,đau dữ dội,đau tai,khàn tiếng,ho,,,,
Cường giáp,hồi hộp,run tay,sụt cân,chảy nước mắt,,,,
Ung thư khí quản,sụt cân,ho có đờm,đau ngực,ho,thở khò khè,mệt mỏi,,
Nhiễm trùng niệu đạo,sốt,tiểu nhiều lần,tiểu rắt,tiểu buốt,,,,
Ung thư ruột non,sụt cân,đầy hơi,đau bụng,táo bón,,,,
Viêm hồi tràng mạn,đau bụng,táo bón,đầy hơi,,,,,
Viêm ruột thừa cấp,tiêu chảy,đau bụng,đầy hơi,táo bón,,,,
Viêm dây thanh cấp,đau tai,nghẹt mũi,khàn tiếng,sốt,đau họng,,,
Thoái hóa gân gót,sưng khớp,đau xương,cứng khớp,đau khớp,,,,
Viêm dạ dày cấp,đau thượng vị,đầy hơi,ợ chua,chán ăn,sốt,,,
Viêm trực tràng,táo bón,tiêu chảy,,,,,,
Ung thư tai giữa,đau tai,sụt cân,khàn tiếng,chán ăn,nghẹt mũi,,,
Động kinh,mất hứng thú,đau đầu,co giật,,,,,
Xơ gan,đau hạ sườn phải,vàng da,mệt mỏi,chán ăn,phù chân,,,
Viêm hậu môn mạn,đau bụng,mệt mỏi,,,,,,
Viêm gan cấp,sốt,chán ăn,vàng da,mệt mỏi,,,,
U lành tính da,phát ban,ngứa,da đỏ,,,,,
Nhiễm trùng âm đạo,đau khi quan hệ,ớn lạnh,rối loạn kinh nguyệt,sốt,,,,
Áp xe lách,buồn nôn,sưng,sốt,mệt mỏi,,,,
Viêm cột sống cổ cấp,cứng khớp,hạn chế vận động,sưng khớp,đau xương,đau dữ dội,,,
Viêm bờ mi,chảy nước mắt,mắt đỏ,cộm mắt,,,,,
Nhiễm trùng ruột thừa,táo bón,sốt,đi ngoài ra máu,tiêu chảy,đau bụng,,,
Viêm bờ mi mạn,chảy nước mắt,kéo dài,mờ mắt,mệt mỏi,mắt đỏ,đau mắt,,
Ung thư niệu đạo,đau lưng,tiểu rắt,sụt cân,tiểu ra máu,tiểu nhiều lần,chán ăn,tiểu buốt,
Viêm võng mạc mạn,chảy nước mắt,mắt đỏ,sốt,kéo dài,đau mắt,cộm mắt,,
