Benh,TrieuChung_1,TrieuChung_2,TrieuChung_3,TrieuChung_4,TrieuChung_5,TrieuChung_6,TrieuChung_7,TrieuChung_8
Hen suyễn,thở khò khè,ho,khó thở,,,,,
Viêm dạ dày,đầy hơi,nôn,ợ chua,buồn nôn,đau bụng,,,
Cảm lạnh,sổ mũi,hắt hơi,nghẹt mũi,,,,,
Cảm lạnh,sổ mũi,ho,nghẹt mũi,hắt hơi,,,,
Cảm lạnh,hắt hơi,đau họng,sổ mũi,nghẹt mũi,mệt mỏi,,,
Viêm họng,ho,đau họng,khó nuốt,sốt,,,,
Cảm lạnh,đau họng,mệt mỏi,sổ mũi,hắt hơi,nghẹt mũi,buồn nôn,,
Viêm phế quản,sốt nhẹ,ho có đờm,đau ngực,khó thở,,,,
Dị ứng,ngứa,phát ban,hắt hơi,nghẹt mũi,,,,
Cảm cúm,đau đầu,sốt cao,ho,đau nhức cơ,đau họng,mệt mỏi,,
Dị ứng,ngứa,nghẹt mũi,phát ban,hắt hơi,,,,
Viêm phổi,sốt cao,mệt mỏi,ho có đờm,khó thở,,,,
Dị ứng,phát ban,hắt hơi,ngứa,,,,,
Viêm phế quản,khó thở,,,,,,,
Viêm dạ dày,đau bụng,ợ chua,đổ mồ hôi,,,,,
Cảm cúm,mệt mỏi,đau nhức cơ,ớn lạnh,đau họng,đau đầu,,,
Cảm lạnh,hắt hơi,nghẹt mũi,mệt mỏi,sổ mũi,,,,
Viêm phổi,đau ngực,khó thở,ho có đờm,sốt cao,ớn lạnh,,,
Thủy đậu,chán ăn,sốt,ho có đờm,phát ban,,,,
Viêm phổi,mệt mỏi,đau ngực,ho có đờm,ớn lạnh,khó thở,sốt cao,,
Sốt rét,sốt cao,mệt mỏi,đổ mồ hôi,ớn lạnh,,,,
Cảm cúm,sốt cao,ớn lạnh,mệt mỏi,đau nhức cơ,đau họng,,,
Viêm phế quản,sốt nhẹ,khó thở,đau ngực,ho có đờm,,,,
Cảm cúm,đau họng,đau nhức cơ,mệt mỏi,ớn lạnh,sốt cao,,,
Viêm xoang,đau đầu,đau mặt,nghẹt mũi,,,,,
Dị ứng,ngứa,chảy nước mắt,nghẹt mũi,hắt hơi,,,,
Sốt xuất huyết,đau khớp,sốt cao,đau sau hốc mắt,phát ban,chảy máu cam,,,
Sốt rét,mệt mỏi,đau đầu,đổ mồ hôi,buồn nôn,sốt cao,ớn lạnh,,
Sốt xuất huyết,sốt cao,đau đầu,đau sau hốc mắt,phát ban,chảy máu cam,đau khớp,,
Sốt xuất huyết,buồn nôn,đau sau hốc mắt,sốt cao,phát ban,đau đầu,,,
Tiêu chảy cấp,nôn,mất nước,đau bụng,,,,,
Viêm phổi,ho có đờm,đau ngực,sốt cao,ớn lạnh,khó thở,,,
Cảm lạnh,đau họng,sổ mũi,mệt mỏi,hắt hơi,đầy hơi,nghẹt mũi,,
Viêm phổi,sốt cao,ho có đờm,khó thở,ớn lạnh,,,,
Viêm phổi,mệt mỏi,sốt cao,khó thở,ho có đờm,ớn lạnh,đau ngực,,
Viêm phế quản,đau ngực,khó thở,sốt nhẹ,ho có đờm,,,,
Viêm dạ dày,đau bụng,ợ chua,buồn nôn,đầy hơi,,,,
Thủy đậu,ngứa,sốt,phát ban,,,,,
Tiêu chảy cấp,tiêu chảy,đau bụng,,,,,,
Cảm cúm,mệt mỏi,sốt cao,đau nhức cơ,,,,,
Dị ứng,hắt hơi,ngứa,phát ban,,,,,
Viêm họng,ho,đau họng,sốt,khó nuốt,,,,
Viêm dạ dày,đau bụng,,,,,,,
Hen suyễn,ho,khó thở,thở khò khè,đau ngực,,,,
Viêm dạ dày,đầy hơi,ợ chua,nôn,buồn nôn,,,,
Cảm cúm,đau họng,đau nhức cơ,mệt mỏi,sốt cao,,,,
Viêm phổi,sốt cao,khó thở,,,,,,
Viêm phổi,ớn lạnh,khó thở,sốt cao,ho có đờm,,,,
Cảm cúm,sốt cao,mệt mỏi,đau đầu,đau nhức cơ,,,,
Sốt rét,sốt cao,đau đầu,buồn nôn,đổ mồ hôi,mệt mỏi,ớn lạnh,,
Cảm lạnh,nghẹt mũi,hắt hơi,sổ mũi,,,,,
Tiêu chảy cấp,mất nước,nôn,tiêu chảy,,,,,
Viêm phổi,mệt mỏi,ho có đờm,khó thở,sốt cao,,,,
Viêm xoang,sổ mũi,giảm khứu giác,nghẹt mũi,đau đầu,,,,
Viêm phế quản,khó thở,sốt nhẹ,ho có đờm,,,,,
Hen suyễn,ho,thở khò khè,đau ngực,khó thở,,,,
Tiêu chảy cấp,đau bụng,sốt,tiêu chảy,,,,,
Viêm họng,đau họng,sốt,khó nuốt,sưng hạch,,,,
Đau nửa đầu,đau đầu,nhạy cảm ánh sáng,nôn,,,,,
Viêm phổi,ho có đờm,ớn lạnh,sốt cao,đau ngực,khó thở,,,
Sốt xuất huyết,phát ban,đau sau hốc mắt,sốt cao,,,,,
Viêm phổi,sốt cao,ho có đờm,khó thở,mệt mỏi,,,,
Sốt rét,buồn nôn,ớn lạnh,sốt cao,đau đầu,khó thở,mệt mỏi,đổ mồ hôi,
Sốt xuất huyết,buồn nôn,sốt nhẹ,sốt cao,đau khớp,chảy máu cam,đau sau hốc mắt,phát ban,đau đầu
Viêm dạ dày,đầy hơi,ợ chua,buồn nôn,đau bụng,,,,
Sốt rét,mệt mỏi,sốt cao,ớn lạnh,buồn nôn,,,,
Viêm phổi,khó thở,sốt cao,,,,,,
Thủy đậu,phát ban,ngứa,,,,,,
Viêm họng,đau họng,sưng hạch,khó nuốt,,,,,
Dị ứng,phát ban,ngứa,hắt hơi,,,,,
Sốt xuất huyết,phát ban,đau sau hốc mắt,sốt cao,,,,,
Sốt rét,mệt mỏi,ớn lạnh,sốt cao,,,,,
Viêm phế quản,ho có đờm,khó thở,đau ngực,sốt nhẹ,,,,
Sốt xuất huyết,đau sau hốc mắt,sốt cao,buồn nôn,phát ban,,,,
Viêm dạ dày,đau bụng,buồn nôn,,,,,,
Tiêu chảy cấp,mất nước,tiêu chảy,sốt,đau bụng,,,,
Đau nửa đầu,đau đầu,buồn nôn,nhạy cảm ánh sáng,,,,,
Cảm cúm,sốt cao,mệt mỏi,đau đầu,đau nhức cơ,,,,
Tiêu chảy cấp,buồn nôn,mất nước,đau bụng,tiêu chảy,sốt,,,
Sốt rét,đổ mồ hôi,sốt cao,buồn nôn,khó thở,,,,
Viêm họng,sốt,đau họng,khó nuốt,ho,,,,
Hen suyễn,khó thở,đau ngực,thở khò khè,,,,,
Tiêu chảy cấp,nôn,đau bụng,tiêu chảy,mất nước,,,,
Cảm cúm,sốt cao,đau nhức cơ,mệt mỏi,đau đầu,ho,,,
Sốt rét,đau đầu,ớn lạnh,đổ mồ hôi,,,,,
Tiêu chảy cấp,nôn,sốt,buồn nôn,đau bụng,tiêu chảy,,,
Sốt xuất huyết,phát ban,chảy máu cam,đau sau hốc mắt,,,,,
Viêm xoang,đau mặt,sổ mũi,nghẹt mũi,,,,,
Viêm phổi,sốt cao,đau ngực,ho có đờm,khó thở,mệt mỏi,,,
Viêm họng,khó nuốt,nhạy cảm ánh sáng,đau họng,ho,,,,
Viêm xoang,giảm khứu giác,đau mặt,ợ chua,sổ mũi,nghẹt mũi,,,
Thủy đậu,mệt mỏi,nôn,ngứa,phát ban,,,,
Đau nửa đầu,buồn nôn,đau đầu,nôn,nhạy cảm ánh sáng,,,,
Sốt rét,đổ mồ hôi,ớn lạnh,sốt cao,buồn nôn,,,,
Viêm họng,khó nuốt,sốt,,,,,,
Tiêu chảy cấp,nôn,sốt,mất nước,đau bụng,,,,
Viêm phổi,ho có đờm,khó thở,đau ngực,sốt cao,,,,
Dị ứng,phát ban,nghẹt mũi,hắt hơi,ngứa,,,,
Đau nửa đầu,chóng mặt,nôn,nhạy cảm ánh sáng,,,,,
Đau nửa đầu,nôn,buồn nôn,nhạy cảm ánh sáng,đau đầu,chóng mặt,,,
Thủy đậu,phát ban,mệt mỏi,chán ăn,ngứa,sốt,,,
Thủy đậu,sốt,mệt mỏi,phát ban,chán ăn,ngứa,,,
Viêm phổi,ớn lạnh,ho có đờm,khó thở,sốt cao,đau ngực,,,
Thủy đậu,ợ chua,ngứa,chán ăn,,,,,
Hen suyễn,khó thở,sốt,thở khò khè,đau ngực,,,,
Cảm cúm,ớn lạnh,sốt cao,ho,mệt mỏi,đau họng,,,
Sốt xuất huyết,phát ban,sốt cao,đau khớp,đau sau hốc mắt,chảy máu cam,buồn nôn,,
Dị ứng,chảy nước mắt,nghẹt mũi,hắt hơi,ngứa,,,,
Viêm họng,đau họng,khó nuốt,,,,,,
Tiêu chảy cấp,nôn,tiêu chảy,đau bụng,,,,,
Hen suyễn,đau ngực,ho,thở khò khè,khó thở,,,,
Dị ứng,hắt hơi,ngứa,nghẹt mũi,chảy nước mắt,phát ban,,,
Sốt rét,sốt cao,đổ mồ hôi,buồn nôn,ớn lạnh,đau đầu,,,
Đau nửa đầu,nhạy cảm ánh sáng,đau đầu,,,,,,
Viêm phổi,sốt cao,ho có đờm,đau ngực,,,,,
Sốt xuất huyết,phát ban,đau sau hốc mắt,đau khớp,sốt cao,chảy máu cam,,,
Cảm cúm,sốt cao,đau nhức cơ,đau khớp,ho,mệt mỏi,đau họng,,
Viêm phổi,ớn lạnh,ho có đờm,đau ngực,khó thở,mệt mỏi,sốt cao,,
Viêm họng,khó nuốt,đau họng,sốt,sưng hạch,,,,
Cảm cúm,mệt mỏi,sốt cao,đau họng,đau nhức cơ,,,,
Cảm cúm,mệt mỏi,ớn lạnh,đau nhức cơ,sốt cao,đau họng,,,
Đau nửa đầu,chóng mặt,nhạy cảm ánh sáng,đau đầu,,,,,
Dị ứng,chảy nước mắt,ngứa,hắt hơi,,,,,
Đau nửa đầu,đau đầu,nhạy cảm ánh sáng,buồn nôn,,,,,
Thủy đậu,ngứa,chán ăn,sốt,phát ban,,,,
Thủy đậu,sốt,ngứa,phát ban,chán ăn,,,,
Cảm lạnh,ho,sổ mũi,hắt hơi,nghẹt mũi,,,,
Sốt rét,sốt cao,ớn lạnh,đổ mồ hôi,buồn nôn,mệt mỏi,,,
Hen suyễn,thở khò khè,ho có đờm,khó thở,đau ngực,ho,,,
Viêm phổi,mệt mỏi,khó thở,sốt cao,ớn lạnh,ho có đờm,,,
Đau nửa đầu,chóng mặt,buồn nôn,nhạy cảm ánh sáng,nôn,,,,
Sốt xuất huyết,buồn nôn,đau đầu,đau sau hốc mắt,phát ban,sốt cao,,,
Viêm dạ dày,buồn nôn,ợ chua,đau bụng,chán ăn,,,,
Cảm lạnh,mệt mỏi,nghẹt mũi,hắt hơi,ho,sổ mũi,,,
Thủy đậu,sốt,ngứa,chán ăn,phát ban,,,,
Sốt rét,mệt mỏi,sốt cao,ớn lạnh,đau đầu,đổ mồ hôi,,,
Dị ứng,ngứa,hắt hơi,,,,,,
Đau nửa đầu,đau đầu,nôn,buồn nôn,chóng mặt,,,,
Viêm phế quản,sốt nhẹ,khó thở,ho có đờm,mệt mỏi,,,,
Cảm lạnh,hắt hơi,nghẹt mũi,mệt mỏi,sổ mũi,,,,
Hen suyễn,khó thở,thở khò khè,,,,,,
Viêm xoang,giảm khứu giác,đau mặt,đau đầu,,,,,
Hen suyễn,thở khò khè,ho,khó thở,,,,,
Cảm lạnh,sổ mũi,đau họng,nghẹt mũi,hắt hơi,,,,
Đau nửa đầu,khó thở,nôn,nhạy cảm ánh sáng,buồn nôn,,,,
Viêm dạ dày,nôn,đau bụng,chán ăn,,,,,
Viêm họng,đau sau hốc mắt,đau họng,khó nuốt,sốt,,,,
Viêm họng,đau họng,ho,khó nuốt,,,,,
Viêm phế quản,khó thở,mệt mỏi,ho có đờm,,,,,
Cảm lạnh,hắt hơi,nghẹt mũi,,,,,,
Viêm phổi,ho có đờm,nhạy cảm ánh sáng,khó thở,sốt cao,,,,
Tiêu chảy cấp,đau bụng,tiêu chảy,buồn nôn,,,,,
Viêm xoang,nghẹt mũi,giảm khứu giác,,,,,,
Viêm xoang,nghẹt mũi,đau mặt,sổ mũi,đau ngực,đau đầu,,,
Sốt xuất huyết,phát ban,đau sau hốc mắt,đau khớp,sốt cao,,,,
Sốt rét,buồn nôn,sốt cao,ớn lạnh,đổ mồ hôi,,,,
Sốt rét,ớn lạnh,đau đầu,sốt cao,,,,,
Viêm phế quản,ho có đờm,đau ngực,khó thở,,,,,
Tiêu chảy cấp,buồn nôn,tiêu chảy,đau bụng,,,,,
Viêm dạ dày,ợ chua,nôn,,,,,,
Sốt rét,ớn lạnh,buồn nôn,đổ mồ hôi,đau đầu,sốt cao,,,
Sốt rét,ớn lạnh,đau đầu,đổ mồ hôi,sốt cao,,,,
Đau nửa đầu,đau đầu,nhạy cảm ánh sáng,buồn nôn,,,,,
Cảm lạnh,ho,nghẹt mũi,hắt hơi,mệt mỏi,sổ mũi,đau họng,,
Viêm phế quản,đau ngực,sốt nhẹ,ho có đờm,,,,,
Viêm xoang,đau mặt,đau đầu,nghẹt mũi,,,,,
Viêm họng,khó nuốt,đau họng,sưng hạch,đau khớp,,,,
Viêm phổi,sốt cao,ho có đờm,đau ngực,ớn lạnh,khó thở,,,
Dị ứng,chảy nước mắt,hắt hơi,ngứa,,,,,
Viêm phổi,khó thở,sốt cao,ho có đờm,,,,,
Dị ứng,ngứa,hắt hơi,,,,,,
Sốt rét,sốt cao,đau đầu,đổ mồ hôi,ớn lạnh,mệt mỏi,,,
Viêm phổi,ho có đờm,khó thở,sốt cao,,,,,
Đau nửa đầu,nôn,nhạy cảm ánh sáng,,,,,,
Sốt rét,đổ mồ hôi,ớn lạnh,buồn nôn,sốt cao,,,,
Viêm dạ dày,buồn nôn,đau bụng,đầy hơi,ợ chua,,,,
Viêm xoang,đau mặt,nghẹt mũi,giảm khứu giác,đau đầu,,,,
Cảm lạnh,hắt hơi,nghẹt mũi,sổ mũi,mệt mỏi,,,,
Viêm phế quản,khó thở,ho có đờm,mệt mỏi,,,,,
Viêm xoang,đau mặt,nghẹt mũi,sổ mũi,đau đầu,,,,
Dị ứng,hắt hơi,ngứa,,,,,,
Thủy đậu,ngứa,mệt mỏi,,,,,,
Viêm họng,sưng hạch,đau họng,khó nuốt,ho,,,,
Viêm dạ dày,nôn,đầy hơi,chán ăn,ợ chua,,,,
Hen suyễn,đau ngực,thở khò khè,khó thở,,,,,
Cảm cúm,sốt cao,đau nhức cơ,ớn lạnh,ho,đau họng,mệt mỏi,,
Cảm cúm,ớn lạnh,đau nhức cơ,mệt mỏi,đau họng,ho,,,
Dị ứng,nghẹt mũi,ngứa,hắt hơi,,,,,
Viêm phổi,khó thở,sốt cao,ho có đờm,mệt mỏi,,,,
Viêm phế quản,khó thở,đầy hơi,ho có đờm,,,,,
Tiêu chảy cấp,nôn,tiêu chảy,mất nước,đau bụng,mệt mỏi,,,
Viêm xoang,đau đầu,đau mặt,sổ mũi,khó thở,nghẹt mũi,giảm khứu giác,,
Cảm cúm,ớn lạnh,đau nhức cơ,mệt mỏi,,,,,
Viêm dạ dày,đầy hơi,đau bụng,ợ chua,sốt cao,,,,
Cảm cúm,mệt mỏi,đau ngực,đau họng,sốt cao,đau đầu,đau nhức cơ,ớn lạnh,
Hen suyễn,thở khò khè,khó thở,ho,,,,,
Sốt xuất huyết,sốt cao,phát ban,đau sau hốc mắt,,,,,
Cảm lạnh,nghẹt mũi,hắt hơi,,,,,,
Sốt rét,đổ mồ hôi,sốt cao,mệt mỏi,ớn lạnh,,,,
Viêm xoang,nghẹt mũi,đau mặt,,,,,,
Cảm cúm,mệt mỏi,đau nhức cơ,đau họng,sốt cao,ớn lạnh,ho,,
Viêm dạ dày,nôn,ợ chua,chán ăn,đầy hơi,đau bụng,buồn nôn,,
Đau nửa đầu,đau đầu,nhạy cảm ánh sáng,nôn,,,,,
Viêm xoang,sốt cao,đau đầu,đau mặt,nghẹt mũi,sổ mũi,giảm khứu giác,,
Viêm xoang,đau mặt,sổ mũi,giảm khứu giác,,,,,
Thủy đậu,ngứa,phát ban,,,,,,
Viêm họng,đau họng,sưng hạch,khó nuốt,,,,,
Viêm phổi,sốt cao,ớn lạnh,đau ngực,ho có đờm,khó thở,,,
Đau nửa đầu,nhạy cảm ánh sáng,đau đầu,chóng mặt,nôn,,,,
Cảm cúm,mệt mỏi,đau nhức cơ,đau họng,ho,sốt cao,ớn lạnh,,
Thủy đậu,ngứa,phát ban,sốt,,,,,
Đau nửa đầu,ớn lạnh,đau đầu,buồn nôn,nhạy cảm ánh sáng,,,,
Cảm lạnh,mệt mỏi,sổ mũi,nghẹt mũi,ho,,,,
Tiêu chảy cấp,mất nước,nôn,đau bụng,sốt,buồn nôn,tiêu chảy,,
Sốt xuất huyết,phát ban,đau sau hốc mắt,đau khớp,đau đầu,chảy máu cam,,,
Viêm phổi,ho có đờm,ớn lạnh,sốt cao,,,,,
Cảm lạnh,sổ mũi,nghẹt mũi,hắt hơi,mệt mỏi,ho,đau họng,,
Viêm phế quản,ho có đờm,mệt mỏi,đau ngực,khó thở,,,,
Viêm xoang,giảm khứu giác,nghẹt mũi,đau đầu,,,,,
Hen suyễn,đau ngực,ho,thở khò khè,khó thở,,,,
Cảm lạnh,ho,giảm khứu giác,nghẹt mũi,hắt hơi,sổ mũi,,,
Viêm xoang,giảm khứu giác,nghẹt mũi,đau mặt,đau đầu,sổ mũi,,,
Thủy đậu,chán ăn,phát ban,ngứa,,,,,
Viêm dạ dày,buồn nôn,ợ chua,chán ăn,đau bụng,,,,
Viêm xoang,sổ mũi,mất nước,đau mặt,giảm khứu giác,đau đầu,nghẹt mũi,,
Hen suyễn,thở khò khè,,,,,,,
Viêm phế quản,đau ngực,mệt mỏi,ho có đờm,khó thở,,,,
Cảm cúm,ớn lạnh,đau nhức cơ,đau đầu,sốt cao,mệt mỏi,,,
Hen suyễn,khó thở,thở khò khè,,,,,,
Tiêu chảy cấp,tiêu chảy,đau bụng,sốt,,,,,
Sốt rét,nghẹt mũi,ớn lạnh,mệt mỏi,sốt cao,đổ mồ hôi,đau đầu,buồn nôn,
Cảm lạnh,nghẹt mũi,sổ mũi,hắt hơi,,,,,
Cảm lạnh,hắt hơi,mệt mỏi,đau họng,ho,sổ mũi,,,
Hen suyễn,khó thở,đau ngực,thở khò khè,sốt cao,,,,
Thủy đậu,phát ban,ngứa,chán ăn,sốt,,,,
Đau nửa đầu,đau đầu,chóng mặt,nhạy cảm ánh sáng,,,,,
Dị ứng,chảy nước mắt,hắt hơi,ngứa,,,,,
Viêm phế quản,sốt nhẹ,ho có đờm,,,,,,
Sốt rét,đổ mồ hôi,sốt cao,,,,,,
Thủy đậu,phát ban,ngứa,sốt,,,,,
Viêm phổi,sốt cao,ớn lạnh,mệt mỏi,ho có đờm,khó thở,,,
Đau nửa đầu,đau đầu,nhạy cảm ánh sáng,nôn,buồn nôn,,,,
Cảm cúm,sốt cao,đau nhức cơ,ớn lạnh,đau đầu,ho,mệt mỏi,,
Cảm cúm,ho,đau đầu,sốt cao,mệt mỏi,đau nhức cơ,,,
Viêm dạ dày,đầy hơi,nôn,ợ chua,đau bụng,buồn nôn,chán ăn,,
Cảm cúm,ho,sốt cao,đau đầu,mệt mỏi,,,,
Tiêu chảy cấp,buồn nôn,tiêu chảy,đau bụng,,,,,
Đau nửa đầu,nôn,chóng mặt,buồn nôn,đau đầu,,,,
Đau nửa đầu,nhạy cảm ánh sáng,đau đầu,buồn nôn,,,,,
Thủy đậu,mệt mỏi,ngứa,sốt,,,,,
Thủy đậu,ngứa,phát ban,mệt mỏi,,,,,
Sốt rét,đổ mồ hôi,ớn lạnh,mệt mỏi,sốt cao,,,,
Thủy đậu,ngứa,chán ăn,mệt mỏi,sốt,phát ban,,,
Thủy đậu,phát ban,ngứa,đau đầu,chán ăn,mệt mỏi,,,
Đau nửa đầu,nhạy cảm ánh sáng,đau đầu,buồn nôn,,,,,
Cảm lạnh,nghẹt mũi,sưng hạch,mệt mỏi,hắt hơi,sổ mũi,,,
Viêm xoang,đau đầu,hắt hơi,nghẹt mũi,,,,,
Viêm họng,khó nuốt,đau họng,sốt,,,,,
Sốt xuất huyết,buồn nôn,đau đầu,phát ban,sốt cao,đau sau hốc mắt,đau khớp,chảy máu cam,
Viêm dạ dày,ợ chua,chán ăn,nôn,đầy hơi,,,,
Thủy đậu,chán ăn,ngứa,phát ban,,,,,
Sốt rét,buồn nôn,ớn lạnh,đổ mồ hôi,đau đầu,,,,
Viêm phổi,đau ngực,sốt cao,khó thở,ho có đờm,mệt mỏi,,,
Viêm phổi,ho có đờm,sốt cao,khó thở,đau ngực,,,,
Hen suyễn,thở khò khè,ho,khó thở,,,,,
Sốt xuất huyết,đau đầu,sốt cao,đau sau hốc mắt,đau khớp,chảy máu cam,phát ban,,
Cảm lạnh,hắt hơi,mệt mỏi,nghẹt mũi,ho,sổ mũi,,,
Cảm cúm,đau họng,đau nhức cơ,mệt mỏi,đau đầu,sốt cao,,,
Sốt rét,mệt mỏi,ớn lạnh,đổ mồ hôi,đau khớp,đau đầu,buồn nôn,sốt cao,
Viêm phế quản,đau ngực,mệt mỏi,sốt nhẹ,khó thở,ho có đờm,,,
Viêm phổi,khó thở,đau ngực,mệt mỏi,ho có đờm,sốt cao,ớn lạnh,,
Hen suyễn,khó thở,ho,thở khò khè,,,,,
Viêm phổi,sốt cao,đau ngực,mệt mỏi,khó thở,ho có đờm,,,
Thủy đậu,phát ban,ngứa,sốt,mệt mỏi,chán ăn,,,
Sốt rét,sốt cao,đổ mồ hôi,buồn nôn,ớn lạnh,,,,
Viêm họng,sưng hạch,đau họng,,,,,,
Tiêu chảy cấp,nôn,sốt,đau bụng,tiêu chảy,,,,
Viêm phổi,sốt cao,ớn lạnh,khó thở,ho có đờm,,,,
Thủy đậu,phát ban,ngứa,,,,,,
Cảm lạnh,hắt hơi,ho,đau họng,tiêu chảy,sổ mũi,nghẹt mũi,,
Sốt rét,sốt cao,buồn nôn,đổ mồ hôi,ớn lạnh,,,,
Viêm xoang,đau đầu,chóng mặt,giảm khứu giác,đau mặt,nghẹt mũi,,,
Dị ứng,chảy nước mắt,ngứa,hắt hơi,,,,,
Tiêu chảy cấp,mất nước,nôn,tiêu chảy,sốt,đau bụng,,,
Đau nửa đầu,buồn nôn,nhạy cảm ánh sáng,đau đầu,,,,,
Cảm lạnh,hắt hơi,ho,nghẹt mũi,,,,,
Cảm lạnh,đau họng,sổ mũi,mệt mỏi,hắt hơi,nghẹt mũi,ho,,
Cảm cúm,sốt cao,đau nhức cơ,ớn lạnh,mệt mỏi,,,,
Cảm cúm,đau nhức cơ,mệt mỏi,đau họng,đau đầu,sốt cao,ho,,
Hen suyễn,khó thở,thở khò khè,đau ngực,,,,,
Đau nửa đầu,đau đầu,buồn nôn,nhạy cảm ánh sáng,nôn,,,,
Hen suyễn,khó thở,thở khò khè,,,,,,
Viêm họng,sốt,ho,khó nuốt,,,,,
Cảm cúm,đau họng,đau nhức cơ,đau đầu,mệt mỏi,ớn lạnh,sốt cao,,
Viêm họng,đau họng,sưng hạch,ho,sốt,,,,
Hen suyễn,thở khò khè,ho,khó thở,,,,,
Viêm xoang,đau mặt,sốt cao,giảm khứu giác,nghẹt mũi,,,,
Viêm phế quản,mệt mỏi,khó thở,đau ngực,ho có đờm,,,,
Cảm lạnh,mệt mỏi,ho,sổ mũi,đau họng,hắt hơi,nghẹt mũi,,
Hen suyễn,thở khò khè,,,,,,,
Đau nửa đầu,nôn,đau đầu,nhạy cảm ánh sáng,,,,,
Viêm phế quản,đau ngực,ho có đờm,khó thở,,,,,
Dị ứng,hắt hơi,ngứa,chán ăn,nghẹt mũi,chảy nước mắt,,,
Sốt xuất huyết,đau sau hốc mắt,đau đầu,chảy máu cam,phát ban,sốt cao,,,
Viêm họng,sưng hạch,đau họng,ho,khó nuốt,,,,
Sốt rét,buồn nôn,đổ mồ hôi,sốt cao,mệt mỏi,đau đầu,,,
Đau nửa đầu,đau đầu,nhạy cảm ánh sáng,chóng mặt,,,,,
